trip_distance,duration_seconds,MPH
18.01,1587,40.85444286324802
14.25,1256,40.84394904458598
17.47,1540,40.838959433815695
21.53,1898,40.8366714815194
9.39,828,40.82608844922936
16.78,1480,40.81621788643502
67.3,5936,40.81536573219814
13.57,1197,40.81202915736607
20.13,1776,40.80405235290527
28.12,2481,40.80290327337373
11.4,1006,40.7952272631302
8.17,721,40.79334296069099
19.33,1706,40.7901522422871
7.42,655,40.78167980863848
11.86,1047,40.77936844702778
11.87,1048,40.774808767187686
10.51,928,40.7715526120416
9.75,861,40.76655052264808
20.7,1828,40.76586583511052
17.88,1579,40.765039251906124
2.31,204,40.76470487258014
19.9,1758,40.750852461154146
25.24,2230,40.746187971311834
12.2,1078,40.742114390866874
14.18,1253,40.74062338278756
9.37,828,40.7391299372134
8.17,722,40.736842485676185
17.3,1529,40.73250310884105
9.14,808,40.72277380688356
8.98,794,40.71536316379191
24.61,2176,40.71507453918457
19.26,1703,40.714034541382624
16.86,1491,40.708250970667756
9.86,872,40.70642060096111
17.13,1515,40.70494850083153
16.53,1462,40.70314806561137
16.1,1424,40.702248155400994
16.38,1449,40.69565008886112
17.34,1534,40.693611831366624
6.42,568,40.6901413286236
15.97,1413,40.687898769500144
18.84,1667,40.68626307697445
16.16,1430,40.68251709838014
18.97,1679,40.67420936752601
14.01,1240,40.67419421288275
19.34,1712,40.668224619927805
5.84,517,40.66537823852303
21.96,1945,40.64575666020646
20.58,1823,40.64070198866802
12.19,1080,40.63333193461101
18.16,1609,40.631447763010314
16.17,1433,40.62247053360656
26.6,2358,40.610687605297294
